trial	val_mae	memory_gb	status	description
0	7.5882	5.8	ok	batch_size=64 beta1=0.85 dropout=0.2 head_dropout=0.35000000000000003 head_type=linear learning_rate=0.0003574712922600243 lr_schedule=cosine warmup_ratio=0.0 weight_decay=0.04753571532049581
1	5.9075	1.6	ok	batch_size=16 beta1=0.85 dropout=0.15000000000000002 head_dropout=0.4 head_type=mlp learning_rate=0.0002814509271606064 lr_schedule=linear warmup_ratio=0.02 weight_decay=0.026237821581611892
2	6.1993	0.8	ok	batch_size=8 beta1=0.9 dropout=0.0 head_dropout=0.25 head_type=linear learning_rate=0.00012476394272569445 lr_schedule=cosine warmup_ratio=0.0 weight_decay=0.04744427686266667
3	5.0086	0.8	ok	batch_size=8 beta1=0.9 dropout=0.0 head_dropout=0.1 head_type=mlp learning_rate=0.000642033033629786 lr_schedule=linear warmup_ratio=0.0 weight_decay=0.009242722776276352
4	6.1208	2.4	ok	batch_size=24 beta1=0.85 dropout=0.0 head_dropout=0.4 head_type=mlp learning_rate=0.00026000059117302663 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.027134804157912425
5	15.1190	3.6	ok	batch_size=32 beta1=0.9 dropout=0.3 head_dropout=0.25 head_type=mlp learning_rate=0.0018832519048593583 lr_schedule=linear warmup_ratio=0.0 weight_decay=0.031164906341377897
6	8.5120	2.8	ok	batch_size=24 beta1=0.85 dropout=0.3 head_dropout=0.1 head_type=mlp learning_rate=0.0005917520523090669 lr_schedule=cosine warmup_ratio=0.06 weight_decay=0.021377050917927482
7	13.8992	3.6	ok	batch_size=32 beta1=0.95 dropout=0.25 head_dropout=0.45 head_type=mlp learning_rate=0.0023619797107806506 lr_schedule=linear warmup_ratio=0.04 weight_decay=0.04040601897822085
8	9.4504	3.6	ok	batch_size=32 beta1=0.85 dropout=0.15000000000000002 head_dropout=0.35000000000000003 head_type=mlp learning_rate=0.00010239273411172726 lr_schedule=cosine warmup_ratio=0.04 weight_decay=0.02553736512887829
9	6.0581	3.6	ok	batch_size=32 beta1=0.95 dropout=0.05 head_dropout=0.25 head_type=linear learning_rate=0.0002634777514406047 lr_schedule=linear warmup_ratio=0.14 weight_decay=0.0018443473677266398
10	7.8744	1.1	ok	batch_size=8 beta1=0.9 dropout=0.1 head_dropout=0.0 head_type=linear learning_rate=0.0009659696685644896 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.006125761383416493
11	6.7584	1.9	ok	batch_size=16 beta1=0.9 dropout=0.15000000000000002 head_dropout=0.1 head_type=mlp learning_rate=0.0008405923597023803 lr_schedule=linear warmup_ratio=0.02 weight_decay=0.013830035384596777
12	5.8819	1.9	ok	batch_size=16 beta1=0.95 dropout=0.1 head_dropout=0.5 head_type=mlp learning_rate=0.0004041252176327038 lr_schedule=linear warmup_ratio=0.04 weight_decay=0.014625513919563855
13	7.3333	1.5	ok	batch_size=12 beta1=0.95 dropout=0.05 head_dropout=0.5 head_type=mlp learning_rate=0.0011263608439461867 lr_schedule=linear warmup_ratio=0.06 weight_decay=0.012747450959997143
14	5.4326	1.9	ok	batch_size=16 beta1=0.95 dropout=0.05 head_dropout=0.15000000000000002 head_type=mlp learning_rate=0.0004254761081242477 lr_schedule=linear warmup_ratio=0.04 weight_decay=0.015172315044427898
15	5.4888	1.1	ok	batch_size=8 beta1=0.95 dropout=0.05 head_dropout=0.15000000000000002 head_type=mlp learning_rate=0.0005795137745800975 lr_schedule=linear warmup_ratio=0.08 weight_decay=0.006531945031380443
16	8.2547	1.3	ok	batch_size=12 beta1=0.9 dropout=0.0 head_dropout=0.0 head_type=mlp learning_rate=0.0013784217576328238 lr_schedule=linear warmup_ratio=0.02 weight_decay=0.019685684559105233
17	6.8937	7.0	ok	batch_size=64 beta1=0.95 dropout=0.1 head_dropout=0.15000000000000002 head_type=mlp learning_rate=0.00020125493902445668 lr_schedule=linear warmup_ratio=0.02 weight_decay=0.00047105834104729793
18	5.9909	1.9	ok	batch_size=16 beta1=0.9 dropout=0.05 head_dropout=0.15000000000000002 head_type=linear learning_rate=0.000694364902758389 lr_schedule=cosine warmup_ratio=0.14 weight_decay=0.00904006350596686
19	5.4748	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.00041756891388707284 lr_schedule=linear warmup_ratio=0.08 weight_decay=0.018719755023604668
20	8.8176	1.9	ok	batch_size=16 beta1=0.9 dropout=0.1 head_dropout=0.2 head_type=mlp learning_rate=0.00147788226466993 lr_schedule=linear warmup_ratio=0.04 weight_decay=0.0360026347336178
21	5.2253	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.0004465696413176181 lr_schedule=linear warmup_ratio=0.08 weight_decay=0.018887196758903844
22	5.3549	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.000457023962865937 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.01627684946147664
23	5.4286	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.0007503363562046385 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.010224939003976963
24	5.5204	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.0001823335772778123 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.01834137704330507
25	5.6222	1.1	ok	batch_size=8 beta1=0.95 dropout=0.05 head_dropout=0.0 head_type=mlp learning_rate=0.00046751005615041497 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.022156631289988342
26	7.0276	1.1	ok	batch_size=8 beta1=0.9 dropout=0.2 head_dropout=0.1 head_type=linear learning_rate=0.00030564214693557017 lr_schedule=cosine warmup_ratio=0.08 weight_decay=0.006638351029139811
27	5.2801	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.000566534082486378 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.031643317666579594
28	5.7320	1.1	ok	batch_size=8 beta1=0.9 dropout=0.05 head_dropout=0.2 head_type=mlp learning_rate=0.0006546586836266338 lr_schedule=linear warmup_ratio=0.06 weight_decay=0.031122718994550373
29	6.6810	5.8	ok	batch_size=64 beta1=0.85 dropout=0.2 head_dropout=0.1 head_type=linear learning_rate=0.0009880004356784939 lr_schedule=cosine warmup_ratio=0.12 weight_decay=0.03877943555780802
30	5.1226	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.0 head_type=mlp learning_rate=0.0003406319938719465 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.030121246728048414
31	5.6125	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.0 head_type=mlp learning_rate=0.0003260566183982303 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.029974793219932155
32	5.1670	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.0005255719242894709 lr_schedule=linear warmup_ratio=0.14 weight_decay=0.03477804042318347
33	5.4330	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.0 head_type=mlp learning_rate=0.00019383589893551994 lr_schedule=linear warmup_ratio=0.14 weight_decay=0.04387684848064208
34	6.1037	2.8	ok	batch_size=24 beta1=0.95 dropout=0.05 head_dropout=0.05 head_type=mlp learning_rate=0.0003469202821066238 lr_schedule=linear warmup_ratio=0.14 weight_decay=0.03473348114051085
35	5.5228	0.8	ok	batch_size=8 beta1=0.9 dropout=0.0 head_dropout=0.1 head_type=mlp learning_rate=0.00023278207410817645 lr_schedule=linear warmup_ratio=0.0 weight_decay=0.023543014188170317
36	6.7646	1.5	ok	batch_size=12 beta1=0.85 dropout=0.1 head_dropout=0.30000000000000004 head_type=mlp learning_rate=0.0001505778875014528 lr_schedule=cosine warmup_ratio=0.14 weight_decay=0.028456666848377277
37	6.1239	6.0	ok	batch_size=64 beta1=0.95 dropout=0.0 head_dropout=0.2 head_type=linear learning_rate=0.0005035495751599634 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.03461093633072421
38	5.7531	2.8	ok	batch_size=24 beta1=0.95 dropout=0.05 head_dropout=0.0 head_type=mlp learning_rate=0.0007796844737918923 lr_schedule=linear warmup_ratio=0.08 weight_decay=0.04055351758674987
39	8.0335	1.1	ok	batch_size=8 beta1=0.85 dropout=0.25 head_dropout=0.1 head_type=mlp learning_rate=0.0003584026024118616 lr_schedule=cosine warmup_ratio=0.0 weight_decay=0.04518104888330201
40	5.4257	1.0	ok	batch_size=8 beta1=0.9 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.00023374163875961848 lr_schedule=linear warmup_ratio=0.06 weight_decay=0.024225756849038105
41	5.4474	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.05 head_type=mlp learning_rate=0.0005613172599004021 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.0321540194861457
42	5.7038	1.0	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.0 head_type=mlp learning_rate=0.0006112705377769184 lr_schedule=linear warmup_ratio=0.12 weight_decay=0.027320979090974976
43	5.5555	3.6	ok	batch_size=32 beta1=0.95 dropout=0.05 head_dropout=0.05 head_type=mlp learning_rate=0.0005326001410836818 lr_schedule=linear warmup_ratio=0.14 weight_decay=0.03233766396408714
44	5.0945	0.8	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.1 head_type=mlp learning_rate=0.000376807307569757 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.03803749547875685
45	5.2671	0.8	ok	batch_size=8 beta1=0.95 dropout=0.0 head_dropout=0.1 head_type=mlp learning_rate=0.0003744259158371987 lr_schedule=linear warmup_ratio=0.1 weight_decay=0.038349775487009546
